name,slug,category,brand,price,original_price,stock_quantity,description,main_image,images,features,is_featured,product_url,specifications,manufacturer
Wheel Loader Max 938,wheel-loader-max-938,Mining and Quarry Equipment,MineTech,439333.76,546015.96,8,Wheel Loader Max 938 - A trusted solution for mining and quarry equipment tasks with reliable performance.,https://images.pexels.com/photos/32618286/pexels-photo-32618286.jpeg,"https://images.pexels.com/photos/32618286/pexels-photo-32618286.jpeg,https://images.pexels.com/photos/6890368/pexels-photo-6890368.jpeg,https://images.pexels.com/photos/13181434/pexels-photo-13181434.jpeg,https://images.pexels.com/photos/17320062/pexels-photo-17320062.jpeg","High Torque, Mining Certified, 1 Year Warranty, Technical Support",0,,QuarryPro | Industrial Grade | Performance Certified,MineTech
Diagnostic Scanner Max 188,diagnostic-scanner-max-188,Medical Equipment,BioMedix,34098.32,40877.21,5,High-quality Diagnostic Scanner Max 188 meeting industry standards for medical equipment operations.,https://images.pexels.com/photos/7789678/pexels-photo-7789678.jpeg,"https://images.pexels.com/photos/7789678/pexels-photo-7789678.jpeg,https://images.pexels.com/photos/6502369/pexels-photo-6502369.jpeg,https://images.pexels.com/photos/6809646/pexels-photo-6809646.jpeg,https://images.pexels.com/photos/6627727/pexels-photo-6627727.jpeg","1 Year Warranty, Sterilization Ready, Technical Support, Clinical Grade",0,,ProHealth | Industrial Grade | Performance Certified,MediPro
BOP Stack Industrial 739,bop-stack-industrial-739,Oil And Gas Exploration Equipment,GasPro,350247.43,387813.54,15,High-quality BOP Stack Industrial 739 meeting industry standards for oil and gas exploration equipment operations.,https://images.pexels.com/photos/7910062/pexels-photo-7910062.jpeg,"https://images.pexels.com/photos/7910062/pexels-photo-7910062.jpeg,https://images.pexels.com/photos/13129752/pexels-photo-13129752.jpeg,https://images.pexels.com/photos/29470000/pexels-photo-29470000.jpeg,https://images.pexels.com/photos/29470003/pexels-photo-29470003.jpeg","Technical Support, Corrosion Resistant, Heavy Duty Construction, Industry Certified",1,,FuelTech | Industrial Grade | Performance Certified,DrillMaster
Loader Elite Industrial 783,loader-elite-industrial-783,Construction Equipment,SteelWorks,76520.85,93345.38,5,High-quality Loader Elite Industrial 783 meeting industry standards for construction equipment operations.,https://images.pexels.com/photos/461789/pexels-photo-461789.jpeg,"https://images.pexels.com/photos/461789/pexels-photo-461789.jpeg,https://images.pexels.com/photos/35598624/pexels-photo-35598624.jpeg,https://images.pexels.com/photos/5125783/pexels-photo-5125783.jpeg,https://images.pexels.com/photos/5125782/pexels-photo-5125782.jpeg","CE Certified, Industry Certified, Technical Support, ROPS/FOPS Available",1,,SteelWorks | Industrial Grade | Performance Certified,TerraMaster
Dozer Pro Industrial 573,dozer-pro-industrial-573,Mining and Quarry Equipment,RockBreaker,295999.42,352136.86,9,This Dozer Pro Industrial 573 delivers exceptional performance in mining and quarry equipment environments.,https://images.pexels.com/photos/18812420/pexels-photo-18812420.jpeg,"https://images.pexels.com/photos/18812420/pexels-photo-18812420.jpeg,https://images.pexels.com/photos/15071423/pexels-photo-15071423.jpeg,https://images.pexels.com/photos/28792584/pexels-photo-28792584.jpeg,https://images.pexels.com/photos/31096912/pexels-photo-31096912.jpeg","Heavy Duty Construction, Industry Certified, Technical Support, 1 Year Warranty",1,,OreMax | Industrial Grade | Performance Certified,OreMax
Ophthalmology Equipment Elite 875,ophthalmology-equipment-elite-875,Medical Equipment,MediPro,7886.7,9675.33,17,Professional-grade Ophthalmology Equipment Elite 875 designed for demanding medical equipment applications.,https://images.pexels.com/photos/7789678/pexels-photo-7789678.jpeg,"https://images.pexels.com/photos/7789678/pexels-photo-7789678.jpeg,https://images.pexels.com/photos/6627665/pexels-photo-6627665.jpeg,https://images.pexels.com/photos/4210610/pexels-photo-4210610.jpeg,https://images.pexels.com/photos/6502369/pexels-photo-6502369.jpeg","Clinical Grade, Industry Certified, Sterilization Ready, Technical Support",0,,MediCore | Industrial Grade | Performance Certified,MediCore
Mud Pump Max 930,mud-pump-max-930,Oil And Gas Exploration Equipment,DrillMaster,172968.41,223150.34,14,Mud Pump Max 930 - A trusted solution for oil and gas exploration equipment tasks with reliable performance.,https://images.pexels.com/photos/7910062/pexels-photo-7910062.jpeg,"https://images.pexels.com/photos/7910062/pexels-photo-7910062.jpeg,https://images.pexels.com/photos/29470000/pexels-photo-29470000.jpeg,https://images.pexels.com/photos/29470001/pexels-photo-29470001.jpeg,https://images.pexels.com/photos/13129752/pexels-photo-13129752.jpeg","High Pressure Rated, Heavy Duty Construction, 1 Year Warranty, Industry Certified",0,,OilMax | Industrial Grade | Performance Certified,OilMax
Tower Crane Elite 660,tower-crane-elite-660,Construction Equipment,ConstructPro,84745.75,95340.65,12,High-quality Tower Crane Elite 660 meeting industry standards for construction equipment operations.,https://images.pexels.com/photos/16567022/pexels-photo-16567022.jpeg,"https://images.pexels.com/photos/16567022/pexels-photo-16567022.jpeg,https://images.pexels.com/photos/33122153/pexels-photo-33122153.jpeg,https://images.pexels.com/photos/28512236/pexels-photo-28512236.jpeg,https://images.pexels.com/photos/21033111/pexels-photo-21033111.jpeg","Industry Certified, Heavy Duty Construction, CE Certified, Fuel Efficient",1,,DigiBuild | Industrial Grade | Performance Certified,ConstructPro
Dozer Pro Max 251,dozer-pro-max-251,Mining and Quarry Equipment,OreMax,216787.81,251872.04,9,This Dozer Pro Max 251 delivers exceptional performance in mining and quarry equipment environments.,https://images.pexels.com/photos/28792584/pexels-photo-28792584.jpeg,"https://images.pexels.com/photos/28792584/pexels-photo-28792584.jpeg,https://images.pexels.com/photos/15071423/pexels-photo-15071423.jpeg,https://images.pexels.com/photos/18812420/pexels-photo-18812420.jpeg,https://images.pexels.com/photos/31096912/pexels-photo-31096912.jpeg","High Torque, Mining Certified, Heavy Duty Construction, Industry Certified",0,,RockBreaker | Industrial Grade | Performance Certified,QuarryPro
Patient Monitor Industrial 881,patient-monitor-industrial-881,Medical Equipment,ProHealth,2315.34,2758.58,2,Patient Monitor Industrial 881 - A trusted solution for medical equipment tasks with reliable performance.,https://images.pexels.com/photos/4586856/pexels-photo-4586856.jpeg,"https://images.pexels.com/photos/4586856/pexels-photo-4586856.jpeg,https://images.pexels.com/photos/8413092/pexels-photo-8413092.jpeg,https://images.pexels.com/photos/9951400/pexels-photo-9951400.jpeg,https://images.pexels.com/photos/8413159/pexels-photo-8413159.jpeg","Heavy Duty Construction, Clinical Grade, Industry Certified, Hygienic Design",1,,BioMedix | Industrial Grade | Performance Certified,ProHealth
Flow Meter Industrial 944,flow-meter-industrial-944,Oil And Gas Exploration Equipment,FuelTech,273480.97,308658.23,10,High-quality Flow Meter Industrial 944 meeting industry standards for oil and gas exploration equipment operations.,https://images.pexels.com/photos/29470003/pexels-photo-29470003.jpeg,"https://images.pexels.com/photos/29470003/pexels-photo-29470003.jpeg,https://images.pexels.com/photos/7910062/pexels-photo-7910062.jpeg,https://images.pexels.com/photos/29470001/pexels-photo-29470001.jpeg,https://images.pexels.com/photos/13129752/pexels-photo-13129752.jpeg","High Pressure Rated, ATEX Certified, Industry Certified, Corrosion Resistant",0,,FuelTech | Industrial Grade | Performance Certified,FuelTech
Tower Crane Max 278,tower-crane-max-278,Construction Equipment,SteelWorks,111083.05,127680.13,17,This Tower Crane Max 278 delivers exceptional performance in construction equipment environments.,https://images.pexels.com/photos/16567022/pexels-photo-16567022.jpeg,"https://images.pexels.com/photos/16567022/pexels-photo-16567022.jpeg,https://images.pexels.com/photos/33122153/pexels-photo-33122153.jpeg,https://images.pexels.com/photos/28512236/pexels-photo-28512236.jpeg,https://images.pexels.com/photos/21033111/pexels-photo-21033111.jpeg","ROPS/FOPS Available, Heavy Duty Construction, 1 Year Warranty, Technical Support",0,,BuildForce | Industrial Grade | Performance Certified,DigiBuild
Hydraulic Shovel Max 664,hydraulic-shovel-max-664,Mining and Quarry Equipment,OreMax,84122.93,93202.78,20,Professional-grade Hydraulic Shovel Max 664 designed for demanding mining and quarry equipment applications.,https://images.pexels.com/photos/6109673/pexels-photo-6109673.jpeg,"https://images.pexels.com/photos/6109673/pexels-photo-6109673.jpeg,https://images.pexels.com/photos/13130998/pexels-photo-13130998.jpeg,https://images.pexels.com/photos/13931828/pexels-photo-13931828.jpeg,https://images.pexels.com/photos/15071423/pexels-photo-15071423.jpeg","High Torque, Technical Support, Heavy Duty Construction, 1 Year Warranty",1,,MineTech | Industrial Grade | Performance Certified,RockBreaker
Ophthalmology Equipment Pro 377,ophthalmology-equipment-pro-377,Medical Equipment,MediCore,39793.33,49000.6,1,Professional-grade Ophthalmology Equipment Pro 377 designed for demanding medical equipment applications.,https://images.pexels.com/photos/7789678/pexels-photo-7789678.jpeg,"https://images.pexels.com/photos/7789678/pexels-photo-7789678.jpeg,https://images.pexels.com/photos/6627665/pexels-photo-6627665.jpeg,https://images.pexels.com/photos/6502369/pexels-photo-6502369.jpeg,https://images.pexels.com/photos/4210610/pexels-photo-4210610.jpeg","1 Year Warranty, Industry Certified, Sterilization Ready, Hygienic Design",1,,ProHealth | Industrial Grade | Performance Certified,Clinica
Drill Bit Pro Pro 166,drill-bit-pro-pro-166,Oil And Gas Exploration Equipment,GasPro,68587.6,78295.38,12,High-quality Drill Bit Pro Pro 166 meeting industry standards for oil and gas exploration equipment operations.,https://images.pexels.com/photos/7910062/pexels-photo-7910062.jpeg,"https://images.pexels.com/photos/7910062/pexels-photo-7910062.jpeg,https://images.pexels.com/photos/15391048/pexels-photo-15391048.jpeg,https://images.pexels.com/photos/21047659/pexels-photo-21047659.jpeg,https://images.pexels.com/photos/29470001/pexels-photo-29470001.jpeg","ATEX Certified, Industry Certified, Corrosion Resistant, High Pressure Rated",0,,GasPro | Industrial Grade | Performance Certified,FuelTech
Tower Crane Max 317,tower-crane-max-317,Construction Equipment,BuildForce,52015.47,58847.6,4,Tower Crane Max 317 - A trusted solution for construction equipment tasks with reliable performance.,https://images.pexels.com/photos/21033111/pexels-photo-21033111.jpeg,"https://images.pexels.com/photos/21033111/pexels-photo-21033111.jpeg,https://images.pexels.com/photos/16567022/pexels-photo-16567022.jpeg,https://images.pexels.com/photos/33122153/pexels-photo-33122153.jpeg,https://images.pexels.com/photos/28512236/pexels-photo-28512236.jpeg","Heavy Duty Construction, Technical Support, ROPS/FOPS Available, Industry Certified",0,,BuildForce | Industrial Grade | Performance Certified,DigiBuild
Blasting Equipment Industrial 927,blasting-equipment-industrial-927,Mining and Quarry Equipment,OreMax,137996.36,179328.19,11,Professional-grade Blasting Equipment Industrial 927 designed for demanding mining and quarry equipment applications.,https://images.pexels.com/photos/12617533/pexels-photo-12617533.jpeg,"https://images.pexels.com/photos/12617533/pexels-photo-12617533.jpeg,https://images.pexels.com/photos/4946886/pexels-photo-4946886.jpeg,https://images.pexels.com/photos/4946889/pexels-photo-4946889.jpeg,https://images.pexels.com/photos/6890430/pexels-photo-6890430.jpeg","Dust Protected, Technical Support, 1 Year Warranty, High Torque",0,,RockBreaker | Industrial Grade | Performance Certified,DeepDigger
ECG Machine Advanced 258,ecg-machine-advanced-258,Medical Equipment,MediPro,49966.63,64607.06,4,This ECG Machine Advanced 258 delivers exceptional performance in medical equipment environments.,https://images.pexels.com/photos/6502369/pexels-photo-6502369.jpeg,"https://images.pexels.com/photos/6502369/pexels-photo-6502369.jpeg,https://images.pexels.com/photos/4210610/pexels-photo-4210610.jpeg,https://images.pexels.com/photos/7789678/pexels-photo-7789678.jpeg,https://images.pexels.com/photos/9951400/pexels-photo-9951400.jpeg","Sterilization Ready, Heavy Duty Construction, Hygienic Design, 1 Year Warranty",1,,Clinica | Industrial Grade | Performance Certified,BioMedix
Flow Meter Pro 740,flow-meter-pro-740,Oil And Gas Exploration Equipment,FuelTech,153573.02,177652.09,16,Flow Meter Pro 740 - A trusted solution for oil and gas exploration equipment tasks with reliable performance.,https://images.pexels.com/photos/29470003/pexels-photo-29470003.jpeg,"https://images.pexels.com/photos/29470003/pexels-photo-29470003.jpeg,https://images.pexels.com/photos/7910062/pexels-photo-7910062.jpeg,https://images.pexels.com/photos/29470001/pexels-photo-29470001.jpeg,https://images.pexels.com/photos/13129752/pexels-photo-13129752.jpeg","1 Year Warranty, High Pressure Rated, ATEX Certified, Corrosion Resistant",0,,OilMax | Industrial Grade | Performance Certified,PetroPower
Concrete Mixer Advanced 950,concrete-mixer-advanced-950,Construction Equipment,SteelWorks,114502.77,130015.35,18,Concrete Mixer Advanced 950 - A trusted solution for construction equipment tasks with reliable performance.,https://images.pexels.com/photos/30354001/pexels-photo-30354001.jpeg,"https://images.pexels.com/photos/30354001/pexels-photo-30354001.jpeg,https://images.pexels.com/photos/35598624/pexels-photo-35598624.jpeg,https://images.pexels.com/photos/13931828/pexels-photo-13931828.jpeg,https://images.pexels.com/photos/16567022/pexels-photo-16567022.jpeg","Industry Certified, ROPS/FOPS Available, Heavy Duty Construction, CE Certified",0,,ConstructPro | Industrial Grade | Performance Certified,ConstructPro
Dust Collector Advanced 965,dust-collector-advanced-965,Mining and Quarry Equipment,MineTech,257141.52,310042.26,7,This Dust Collector Advanced 965 delivers exceptional performance in mining and quarry equipment environments.,https://images.pexels.com/photos/5327843/pexels-photo-5327843.jpeg,"https://images.pexels.com/photos/5327843/pexels-photo-5327843.jpeg,https://images.pexels.com/photos/17320030/pexels-photo-17320030.jpeg,https://images.pexels.com/photos/5275011/pexels-photo-5275011.jpeg,https://images.pexels.com/photos/13367122/pexels-photo-13367122.jpeg","1 Year Warranty, Industry Certified, High Torque, Heavy Duty Construction",0,,DeepDigger | Industrial Grade | Performance Certified,OreMax
Sterilizer Pro Pro 119,sterilizer-pro-pro-119,Medical Equipment,MediPro,15763.39,18282.2,5,Professional-grade Sterilizer Pro Pro 119 designed for demanding medical equipment applications.,https://images.pexels.com/photos/6627665/pexels-photo-6627665.jpeg,"https://images.pexels.com/photos/6627665/pexels-photo-6627665.jpeg,https://images.pexels.com/photos/9259926/pexels-photo-9259926.jpeg,https://images.pexels.com/photos/6627664/pexels-photo-6627664.jpeg,https://images.pexels.com/photos/6627671/pexels-photo-6627671.jpeg","Sterilization Ready, Clinical Grade, 1 Year Warranty, Technical Support",0,,ProHealth | Industrial Grade | Performance Certified,MediPro
Casing Hanger Pro 163,casing-hanger-pro-163,Oil And Gas Exploration Equipment,DrillMaster,133516.48,152875.28,2,High-quality Casing Hanger Pro 163 meeting industry standards for oil and gas exploration equipment operations.,https://images.pexels.com/photos/29470001/pexels-photo-29470001.jpeg,"https://images.pexels.com/photos/29470001/pexels-photo-29470001.jpeg,https://images.pexels.com/photos/7910062/pexels-photo-7910062.jpeg,https://images.pexels.com/photos/13129752/pexels-photo-13129752.jpeg,https://images.pexels.com/photos/29470000/pexels-photo-29470000.jpeg","Corrosion Resistant, ATEX Certified, Industry Certified, High Pressure Rated",1,,DrillMaster | Industrial Grade | Performance Certified,OilMax
Loader Elite Elite 628,loader-elite-elite-628,Construction Equipment,TerraMaster,36942.44,42191.12,12,Loader Elite Elite 628 - A trusted solution for construction equipment tasks with reliable performance.,https://images.pexels.com/photos/35598624/pexels-photo-35598624.jpeg,"https://images.pexels.com/photos/35598624/pexels-photo-35598624.jpeg,https://images.pexels.com/photos/5125782/pexels-photo-5125782.jpeg,https://images.pexels.com/photos/5125783/pexels-photo-5125783.jpeg,https://images.pexels.com/photos/461789/pexels-photo-461789.jpeg","Fuel Efficient, Industry Certified, Technical Support, 1 Year Warranty",0,,DigiBuild | Industrial Grade | Performance Certified,ConstructPro
Blasting Equipment Pro 856,blasting-equipment-pro-856,Mining and Quarry Equipment,QuarryPro,260711.32,333434.3,5,This Blasting Equipment Pro 856 delivers exceptional performance in mining and quarry equipment environments.,https://images.pexels.com/photos/12617533/pexels-photo-12617533.jpeg,"https://images.pexels.com/photos/12617533/pexels-photo-12617533.jpeg,https://images.pexels.com/photos/6890430/pexels-photo-6890430.jpeg,https://images.pexels.com/photos/4946889/pexels-photo-4946889.jpeg,https://images.pexels.com/photos/4946886/pexels-photo-4946886.jpeg","Technical Support, Heavy Duty Construction, Dust Protected, Industry Certified",0,,QuarryPro | Industrial Grade | Performance Certified,QuarryPro
Infusion Pump Industrial 572,infusion-pump-industrial-572,Medical Equipment,ProHealth,6936.24,8473.82,9,This Infusion Pump Industrial 572 delivers exceptional performance in medical equipment environments.,https://images.pexels.com/photos/6809646/pexels-photo-6809646.jpeg,"https://images.pexels.com/photos/6809646/pexels-photo-6809646.jpeg,https://images.pexels.com/photos/8655283/pexels-photo-8655283.jpeg,https://images.pexels.com/photos/4586856/pexels-photo-4586856.jpeg,https://images.pexels.com/photos/6627665/pexels-photo-6627665.jpeg","1 Year Warranty, Heavy Duty Construction, Clinical Grade, Sterilization Ready",0,,ProHealth | Industrial Grade | Performance Certified,BioMedix
Mud Pump Elite 739,mud-pump-elite-739,Oil And Gas Exploration Equipment,GasPro,282964.57,360562.51,12,High-quality Mud Pump Elite 739 meeting industry standards for oil and gas exploration equipment operations.,https://images.pexels.com/photos/29470001/pexels-photo-29470001.jpeg,"https://images.pexels.com/photos/29470001/pexels-photo-29470001.jpeg,https://images.pexels.com/photos/13129752/pexels-photo-13129752.jpeg,https://images.pexels.com/photos/29470000/pexels-photo-29470000.jpeg,https://images.pexels.com/photos/7910062/pexels-photo-7910062.jpeg","High Pressure Rated, 1 Year Warranty, Industry Certified, Corrosion Resistant",0,,GasPro | Industrial Grade | Performance Certified,DrillMaster
Backhoe Loader Industrial 429,backhoe-loader-industrial-429,Construction Equipment,TerraMaster,74728.69,82974.76,3,Professional-grade Backhoe Loader Industrial 429 designed for demanding construction equipment applications.,https://images.pexels.com/photos/30751525/pexels-photo-30751525.jpeg,"https://images.pexels.com/photos/30751525/pexels-photo-30751525.jpeg,https://images.pexels.com/photos/28663727/pexels-photo-28663727.jpeg,https://images.pexels.com/photos/10421758/pexels-photo-10421758.jpeg,https://images.pexels.com/photos/16567022/pexels-photo-16567022.jpeg","Industry Certified, Fuel Efficient, CE Certified, ROPS/FOPS Available",0,,TerraMaster | Industrial Grade | Performance Certified,DigiBuild
Dozer Pro Advanced 270,dozer-pro-advanced-270,Mining and Quarry Equipment,MineTech,391491.59,506650.34,18,This Dozer Pro Advanced 270 delivers exceptional performance in mining and quarry equipment environments.,https://images.pexels.com/photos/28792584/pexels-photo-28792584.jpeg,"https://images.pexels.com/photos/28792584/pexels-photo-28792584.jpeg,https://images.pexels.com/photos/18812420/pexels-photo-18812420.jpeg,https://images.pexels.com/photos/15071423/pexels-photo-15071423.jpeg,https://images.pexels.com/photos/31096912/pexels-photo-31096912.jpeg","Industry Certified, Heavy Duty Construction, High Torque, Dust Protected",0,,DeepDigger | Industrial Grade | Performance Certified,RockBreaker
Patient Monitor Pro 556,patient-monitor-pro-556,Medical Equipment,MediCore,10854.55,11987.96,13,Patient Monitor Pro 556 - A trusted solution for medical equipment tasks with reliable performance.,https://images.pexels.com/photos/8413092/pexels-photo-8413092.jpeg,"https://images.pexels.com/photos/8413092/pexels-photo-8413092.jpeg,https://images.pexels.com/photos/9951400/pexels-photo-9951400.jpeg,https://images.pexels.com/photos/8413159/pexels-photo-8413159.jpeg,https://images.pexels.com/photos/4586856/pexels-photo-4586856.jpeg","Technical Support, Clinical Grade, 1 Year Warranty, Hygienic Design",1,,MediCore | Industrial Grade | Performance Certified,Clinica
Flow Meter Pro 874,flow-meter-pro-874,Oil And Gas Exploration Equipment,PetroPower,295496.54,367699.48,5,Flow Meter Pro 874 - A trusted solution for oil and gas exploration equipment tasks with reliable performance.,https://images.pexels.com/photos/29470003/pexels-photo-29470003.jpeg,"https://images.pexels.com/photos/29470003/pexels-photo-29470003.jpeg,https://images.pexels.com/photos/7910062/pexels-photo-7910062.jpeg,https://images.pexels.com/photos/13129752/pexels-photo-13129752.jpeg,https://images.pexels.com/photos/29470001/pexels-photo-29470001.jpeg","Corrosion Resistant, Technical Support, High Pressure Rated, Heavy Duty Construction",0,,PetroPower | Industrial Grade | Performance Certified,PetroPower
Tower Crane Industrial 828,tower-crane-industrial-828,Construction Equipment,DigiBuild,16026.09,20638.16,1,High-quality Tower Crane Industrial 828 meeting industry standards for construction equipment operations.,https://images.pexels.com/photos/21033111/pexels-photo-21033111.jpeg,"https://images.pexels.com/photos/21033111/pexels-photo-21033111.jpeg,https://images.pexels.com/photos/28512236/pexels-photo-28512236.jpeg,https://images.pexels.com/photos/16567022/pexels-photo-16567022.jpeg,https://images.pexels.com/photos/33122153/pexels-photo-33122153.jpeg","Fuel Efficient, ROPS/FOPS Available, Technical Support, 1 Year Warranty",0,,SteelWorks | Industrial Grade | Performance Certified,DigiBuild
Blasting Equipment Pro 907,blasting-equipment-pro-907,Mining and Quarry Equipment,MineTech,468108.8,547257.04,13,Professional-grade Blasting Equipment Pro 907 designed for demanding mining and quarry equipment applications.,https://images.pexels.com/photos/4946889/pexels-photo-4946889.jpeg,"https://images.pexels.com/photos/4946889/pexels-photo-4946889.jpeg,https://images.pexels.com/photos/4946886/pexels-photo-4946886.jpeg,https://images.pexels.com/photos/6890430/pexels-photo-6890430.jpeg,https://images.pexels.com/photos/12617533/pexels-photo-12617533.jpeg","Heavy Duty Construction, Mining Certified, Industry Certified, 1 Year Warranty",0,,DeepDigger | Industrial Grade | Performance Certified,OreMax
Ventilator System Industrial 418,ventilator-system-industrial-418,Medical Equipment,MediPro,14461.8,17585.19,6,This Ventilator System Industrial 418 delivers exceptional performance in medical equipment environments.,https://images.pexels.com/photos/6502369/pexels-photo-6502369.jpeg,"https://images.pexels.com/photos/6502369/pexels-photo-6502369.jpeg,https://images.pexels.com/photos/8413091/pexels-photo-8413091.jpeg,https://images.pexels.com/photos/7789678/pexels-photo-7789678.jpeg,https://images.pexels.com/photos/4210610/pexels-photo-4210610.jpeg","1 Year Warranty, Hygienic Design, Clinical Grade, Industry Certified",0,,MediCore | Industrial Grade | Performance Certified,BioMedix
Separator Unit Max 567,separator-unit-max-567,Oil And Gas Exploration Equipment,OilMax,319742.83,388348.34,2,High-quality Separator Unit Max 567 meeting industry standards for oil and gas exploration equipment operations.,https://images.pexels.com/photos/29470002/pexels-photo-29470002.jpeg,"https://images.pexels.com/photos/29470002/pexels-photo-29470002.jpeg,https://images.pexels.com/photos/13129752/pexels-photo-13129752.jpeg,https://images.pexels.com/photos/7910062/pexels-photo-7910062.jpeg,https://images.pexels.com/photos/29470000/pexels-photo-29470000.jpeg","High Pressure Rated, 1 Year Warranty, Industry Certified, Technical Support",0,,PetroPower | Industrial Grade | Performance Certified,OilMax
Concrete Mixer Advanced 500,concrete-mixer-advanced-500,Construction Equipment,DigiBuild,58912.03,72663.94,6,Professional-grade Concrete Mixer Advanced 500 designed for demanding construction equipment applications.,https://images.pexels.com/photos/30354001/pexels-photo-30354001.jpeg,"https://images.pexels.com/photos/30354001/pexels-photo-30354001.jpeg,https://images.pexels.com/photos/13931828/pexels-photo-13931828.jpeg,https://images.pexels.com/photos/16567022/pexels-photo-16567022.jpeg,https://images.pexels.com/photos/35598624/pexels-photo-35598624.jpeg","ROPS/FOPS Available, 1 Year Warranty, Fuel Efficient, Heavy Duty Construction",0,,TerraMaster | Industrial Grade | Performance Certified,DigiBuild
Blasting Equipment Industrial 769,blasting-equipment-industrial-769,Mining and Quarry Equipment,QuarryPro,375403.53,484054.03,16,Blasting Equipment Industrial 769 - A trusted solution for mining and quarry equipment tasks with reliable performance.,https://images.pexels.com/photos/4946889/pexels-photo-4946889.jpeg,"https://images.pexels.com/photos/4946889/pexels-photo-4946889.jpeg,https://images.pexels.com/photos/6890430/pexels-photo-6890430.jpeg,https://images.pexels.com/photos/12617533/pexels-photo-12617533.jpeg,https://images.pexels.com/photos/4946886/pexels-photo-4946886.jpeg","1 Year Warranty, High Torque, Heavy Duty Construction, Technical Support",0,,OreMax | Industrial Grade | Performance Certified,DeepDigger
CT Scanner Industrial 144,ct-scanner-industrial-144,Medical Equipment,ProHealth,3313.3,4156.3,6,CT Scanner Industrial 144 - A trusted solution for medical equipment tasks with reliable performance.,https://images.pexels.com/photos/6502369/pexels-photo-6502369.jpeg,"https://images.pexels.com/photos/6502369/pexels-photo-6502369.jpeg,https://images.pexels.com/photos/6627665/pexels-photo-6627665.jpeg,https://images.pexels.com/photos/8413159/pexels-photo-8413159.jpeg,https://images.pexels.com/photos/7789678/pexels-photo-7789678.jpeg","Sterilization Ready, Clinical Grade, Industry Certified, Technical Support",0,,ProHealth | Industrial Grade | Performance Certified,MediPro
Flow Meter Max 803,flow-meter-max-803,Oil And Gas Exploration Equipment,GasPro,161765.42,205110.35,20,Flow Meter Max 803 - A trusted solution for oil and gas exploration equipment tasks with reliable performance.,https://images.pexels.com/photos/7910062/pexels-photo-7910062.jpeg,"https://images.pexels.com/photos/7910062/pexels-photo-7910062.jpeg,https://images.pexels.com/photos/13129752/pexels-photo-13129752.jpeg,https://images.pexels.com/photos/29470001/pexels-photo-29470001.jpeg,https://images.pexels.com/photos/29470003/pexels-photo-29470003.jpeg","Industry Certified, Technical Support, ATEX Certified, 1 Year Warranty",0,,OilMax | Industrial Grade | Performance Certified,GasPro
Road Roller Elite 368,road-roller-elite-368,Construction Equipment,ConstructPro,128625.88,159328.35,13,High-quality Road Roller Elite 368 meeting industry standards for construction equipment operations.,https://images.pexels.com/photos/18812420/pexels-photo-18812420.jpeg,"https://images.pexels.com/photos/18812420/pexels-photo-18812420.jpeg,https://images.pexels.com/photos/12247592/pexels-photo-12247592.jpeg,https://images.pexels.com/photos/28663727/pexels-photo-28663727.jpeg,https://images.pexels.com/photos/30354001/pexels-photo-30354001.jpeg","ROPS/FOPS Available, Technical Support, CE Certified, Fuel Efficient",1,,TerraMaster | Industrial Grade | Performance Certified,TerraMaster
Drilling Rig Advanced 677,drilling-rig-advanced-677,Mining and Quarry Equipment,DeepDigger,302653.67,350708.67,7,This Drilling Rig Advanced 677 delivers exceptional performance in mining and quarry equipment environments.,https://images.pexels.com/photos/33192/paddle-wheel-bucket-wheel-excavators-brown-coal-open-pit-mining.jpg,"https://images.pexels.com/photos/33192/paddle-wheel-bucket-wheel-excavators-brown-coal-open-pit-mining.jpg,https://images.pexels.com/photos/6364578/pexels-photo-6364578.jpeg,https://images.pexels.com/photos/13181434/pexels-photo-13181434.jpeg,https://images.pexels.com/photos/15071423/pexels-photo-15071423.jpeg","High Torque, 1 Year Warranty, Mining Certified, Dust Protected",1,,DeepDigger | Industrial Grade | Performance Certified,RockBreaker
Dental Chair Industrial 813,dental-chair-industrial-813,Medical Equipment,Clinica,3689.48,4444.8,7,High-quality Dental Chair Industrial 813 meeting industry standards for medical equipment operations.,https://images.pexels.com/photos/6627664/pexels-photo-6627664.jpeg,"https://images.pexels.com/photos/6627664/pexels-photo-6627664.jpeg,https://images.pexels.com/photos/15771806/pexels-photo-15771806.jpeg,https://images.pexels.com/photos/15771809/pexels-photo-15771809.jpeg,https://images.pexels.com/photos/15771808/pexels-photo-15771808.jpeg","Clinical Grade, Industry Certified, Technical Support, Heavy Duty Construction",0,,MediPro | Industrial Grade | Performance Certified,MediCore
Wellhead System Industrial 913,wellhead-system-industrial-913,Oil And Gas Exploration Equipment,GasPro,408109.97,478595.4,18,High-quality Wellhead System Industrial 913 meeting industry standards for oil and gas exploration equipment operations.,https://images.pexels.com/photos/13129752/pexels-photo-13129752.jpeg,"https://images.pexels.com/photos/13129752/pexels-photo-13129752.jpeg,https://images.pexels.com/photos/29470000/pexels-photo-29470000.jpeg,https://images.pexels.com/photos/29470002/pexels-photo-29470002.jpeg,https://images.pexels.com/photos/7910062/pexels-photo-7910062.jpeg","Industry Certified, 1 Year Warranty, Corrosion Resistant, Heavy Duty Construction",0,,FuelTech | Industrial Grade | Performance Certified,DrillMaster
